fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),insurance_validity_Comprehensive,insurance_validity_Third Party,insurance_validity_Third Party insurance,insurance_validity_Zero Dep,origin_country_Czech Republic,origin_country_France,origin_country_Germany,origin_country_India,origin_country_Japan,origin_country_South Korea,origin_country_Sweden,origin_country_United Kingdom,origin_country_United States
3,5.0,-0.11477249622211007,4.0,1,-1.556084725772203,3.446967957497141,-1.662586015046986,-1.662586015046986,-0.9218199274888971,2.88,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.03994364839695628,4.0,1,-1.9224120449871496,-0.24739461858200937,0.32878355564400086,0.32878355564400086,-0.726720420272513,3.39,False,False,True,False,False,False,False,False,True,False,False,False,False
2,5.0,-0.28028063747084925,3.0,2,0.6418791895174764,-0.24325295650120313,1.8861984983393731,1.8861984983393731,-0.6943553575656013,26.9,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,1.5983453023453271,2.0,1,-0.8234300873423098,-0.24513553017429687,0.32878355564400086,0.32878355564400086,-0.7249021583226866,4.75,False,False,True,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.9330568698941121,4.0,1,0.6418791895174764,-0.2418598519831138,-0.8742351075216195,-0.8742351075216195,1.213728732582333,9.03,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.015164528016979243,3.0,2,0.6418791895174764,-0.25003022172434064,1.4209027027662975,1.4209027027662975,-0.5896234692555946,39.9,False,False,False,True,False,False,True,False,False,False,False,False,False
3,5.0,-0.0669344588604354,4.0,1,-0.8234300873423098,-0.2530799910747525,0.5554043058194884,0.5554043058194884,-0.7176291105233805,8.42,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,0.2001066401105568,4.0,1,0.6418791895174764,-0.22743933764721574,0.08528679215757266,0.08528679215757266,-0.7769044500877246,10.27,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.06511163056939265,4.0,1,-1.1897574065572565,-0.2436294712358219,-0.39206329863760336,-0.39206329863760336,-0.7805409739873777,4.17,True,False,False,False,False,False,False,False,True,False,False,False,False
2,5.0,0.8611152745112995,4.0,2,0.27555187030252987,-0.2428764417665844,1.466709024610279,1.466709024610279,-0.903637307990632,29.55,True,False,False,False,False,False,False,False,False,False,True,False,False
3,5.0,0.9051033328387299,4.0,1,0.6418791895174764,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,0.5502449470906414,4.93,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.2447297672397417,4.0,1,0.6418791895174764,-0.24908893488779374,1.4353678570328179,1.4353678570328179,2.110495526236765,13.75,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,1.6390977399950415,4.0,1,-1.1897574065572565,4.1962322793884494,-3.0825819922104136,-3.0825819922104136,-0.9174560988093134,3.35,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.3534302391214922,3.0,1,-1.1897574065572565,-0.23342592192765382,-0.8742351075216195,-0.8742351075216195,0.28077852612635334,3.01,False,True,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.813216033147314,4.0,2,1.008206508732423,-0.2428764417665844,0.32878355564400086,0.32878355564400086,-0.7243566797377387,11.5,True,False,False,False,False,False,False,False,True,False,False,False,False
2,5.0,2.007917540030898,4.0,2,-1.1897574065572565,-0.2266110052310545,0.5337065744197077,0.5337065744197077,1.3586442099835054,3.95,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.7157378405781482,4.0,2,0.27555187030252987,-0.2436294712358219,0.32637269659958074,0.32637269659958074,-0.7463576493306393,7.5,False,False,True,False,False,False,False,False,True,False,False,False,False
1,5.0,0.5334574843628429,4.0,1,-0.8234300873423098,4.1962322793884494,-3.0825819922104136,-3.0825819922104136,-0.9174560988093134,4.25,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.08352213448670102,3.0,1,-2.288739364202096,-0.2391112944203969,-0.8742351075216195,-0.8742351075216195,-0.8179971701538036,2.34,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.44392499320477713,4.0,1,-0.09077544891241672,-0.230074940789547,-0.39447415768202343,-0.39447415768202343,-0.787086717006753,5.27,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.4495158860825271,4.0,2,-0.09077544891241672,-0.24585090817007246,-0.39447415768202343,-0.39447415768202343,-0.7499941732302923,10.0,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.8508966790143866,4.0,1,1.008206508732423,-0.2418598519831138,-0.8742351075216195,-0.8742351075216195,1.213728732582333,9.25,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.6902214901703371,4.0,2,1.008206508732423,-0.2554143824293887,1.0544521280144452,1.0544521280144452,2.28850337112478,30.5,False,False,True,False,True,False,False,False,False,False,False,False,False
2,5.0,-0.9145851619744928,4.0,1,0.27555187030252987,-0.21915601348560332,-0.27152034641659933,-0.27152034641659933,-0.7772681024776898,7.71,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,-0.08364500615800669,3.0,2,-0.8234300873423098,-0.24622742290469124,1.464298165565859,1.464298165565859,2.2315917720952103,15.75,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,0.40935709634411493,4.0,2,-0.4571027681273633,-0.26170217849752175,0.5554043058194884,0.5554043058194884,-0.7176291105233805,9.4,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.03994364839695628,4.0,2,-0.09077544891241672,-0.26170217849752175,0.5554043058194884,0.5554043058194884,-0.7176291105233805,7.75,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.43202715153335325,4.0,1,0.27555187030252987,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,0.5502449470906414,5.36,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.13260913533997473,4.0,1,0.6418791895174764,-0.23259758951149256,0.029837034135910802,0.029837034135910802,-0.772540621408141,7.9,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,1.3935591835025416,3.0,1,-2.288739364202096,-0.25594150305785496,1.0544521280144452,1.0544521280144452,-0.6870823097662953,2.75,False,False,True,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.16281531970262753,4.0,1,-0.4571027681273633,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,3.85,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,0.14968829765146302,4.0,2,-0.8234300873423098,-0.2428764417665844,0.32878355564400086,0.32878355564400086,-0.7249021583226866,6.86,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.40380762435681744,4.0,2,0.6418791895174764,-0.2428764417665844,0.32878355564400086,0.32878355564400086,-0.7243566797377387,10.39,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.8794848212048394,4.0,1,1.3745338279473696,-0.23786879579615505,-0.3896524395931833,-0.3896524395931833,0.6406125659970187,7.56,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,-0.6543020049253125,4.0,2,-0.09077544891241672,-0.26170217849752175,1.8861984983393731,1.8861984983393731,-0.9010917412608749,23.9,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,0.22455810270038537,3.0,1,-0.09077544891241672,-0.21463783667017833,0.3311944146884209,0.3311944146884209,-0.7589036567844422,5.71,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.03994364839695628,4.0,2,0.27555187030252987,-0.2386594767388544,0.029837034135910802,0.029837034135910802,-0.772540621408141,7.25,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.43749470907311366,4.0,1,0.27555187030252987,-0.230074940789547,-0.39447415768202343,-0.39447415768202343,-0.787086717006753,5.93,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.03994364839695628,4.0,2,-0.4571027681273633,-0.2428764417665844,0.32878355564400086,0.32878355564400086,-0.7249021583226866,6.5,False,False,True,False,False,False,False,False,True,False,False,False,False
3,5.0,0.6563291556685141,4.0,1,-0.09077544891241672,-0.23259758951149256,0.029837034135910802,0.029837034135910802,-0.772540621408141,6.25,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,2.2105738832377186,4.0,1,-0.4571027681273633,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5496994685056934,4.61,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.6782325991392397,4.0,1,2.1071884663772624,-0.24664158911277187,0.32878355564400086,0.32878355564400086,1.1240884184558864,15.21,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.20377254347118462,4.0,2,-0.4571027681273633,-0.23850887084500694,2.7324100229308215,2.7324100229308215,-0.6514443755496958,20.5,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,1.5983453023453271,4.0,1,-0.8234300873423098,5.325776483244692,-0.45233477474810535,-0.45233477474810535,-0.9118194867648513,5.65,True,False,False,False,False,False,False,False,True,False,False,False,False
2,5.0,-0.4904731098510842,3.0,2,1.008206508732423,-0.23391539108265821,1.464298165565859,1.464298165565859,-0.9121831391548165,22.5,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,0.5632333860425839,4.0,2,-0.09077544891241672,-0.26170217849752175,0.5554043058194884,0.5554043058194884,-0.7176291105233805,9.87,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,0.5744147081314,4.0,1,0.27555187030252987,-0.23086562173224637,0.08528679215757266,0.08528679215757266,0.6751595430437223,6.5,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.25963819669149646,3.0,1,-1.556084725772203,-0.23760523548192194,-0.39206329863760336,-0.39206329863760336,-0.780359147792395,2.63,False,True,False,False,False,False,False,False,True,False,False,False,False
2,5.0,-1.1205590403065664,4.0,2,1.3745338279473696,-0.2632082374359968,1.4209027027662975,1.4209027027662975,-0.9029100032107014,43.9,False,False,False,True,False,False,True,False,False,False,False,False,False
3,5.0,2.3225509330209535,4.0,1,-1.1897574065572565,-0.23873477968577816,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,3.39,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,2.0863096663239165,3.0,1,-2.288739364202096,-0.24863711720625123,-0.39206329863760336,-0.39206329863760336,-0.8038147269451569,2.59,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.22396445478908325,4.0,1,0.6418791895174764,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,6.49,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.9469206583064267,3.0,2,-0.8234300873423098,-0.24852416278586562,0.333605273732841,0.333605273732841,-0.918183403589244,5.37,True,False,False,False,False,False,False,False,False,False,False,False,True
3,5.0,0.9776795333566131,3.0,1,-1.1897574065572565,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.9034973298663036,4.0,1,1.740861147162316,-0.22649805081066887,-0.39447415768202343,-0.39447415768202343,0.6709775405591213,7.55,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,1.1757896247251236,4.0,2,-0.8234300873423098,-0.2428764417665844,0.32878355564400086,0.32878355564400086,-0.7249021583226866,6.35,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.0229170188423262,4.0,2,1.740861147162316,-0.22551911250066015,-0.39447415768202343,-0.39447415768202343,0.6709775405591213,7.95,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,0.7792008269741855,3.0,2,-0.4571027681273633,-0.23278584687880197,1.5293913597652011,1.5293913597652011,-0.9040009603805973,15.5,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,1.4156760843375624,4.0,2,0.6418791895174764,-0.24852416278586562,-0.018380146752490816,-0.018380146752490816,1.5724718152831025,13.86,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.032980920356301575,4.0,1,0.6418791895174764,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,6.87,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.5657115299139236,3.0,1,-0.8234300873423098,3.446967957497141,-1.662586015046986,-1.662586015046986,-0.9218199274888971,3.18,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.227580266013806,4.0,2,1.740861147162316,5.1525797053200675,-2.940341308589629,-2.940341308589629,-0.892727736291673,18.75,False,False,True,False,False,False,False,False,False,False,False,True,False
2,5.0,-0.08090087216551337,4.0,2,0.27555187030252987,-0.24833590541855624,1.5293913597652011,1.5293913597652011,-0.5968965170549007,39.0,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,1.5597226403315778,3.0,2,-2.288739364202096,-0.2467168920596956,-0.8742351075216195,-0.8742351075216195,-0.8179971701538036,2.26,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.5963181516021254,4.0,2,1.3745338279473696,-0.265843840578328,1.4209027027662975,1.4209027027662975,2.7192496270386792,44.5,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-1.6372753753706826,4.0,2,1.740861147162316,-0.2400149297834819,0.244403489089298,0.244403489089298,0.9393530043535134,9.99,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.889457673359141,4.0,1,-0.4571027681273633,-0.2436294712358219,0.32878355564400086,0.32878355564400086,-0.7249021583226866,6.85,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.1438521250977856,3.0,2,-0.4571027681273633,-0.2517998409770487,0.333605273732841,0.333605273732841,-0.7374481657764894,6.33,True,False,False,False,False,False,False,False,False,False,False,False,True
3,5.0,0.7524967170770862,4.0,1,-1.1897574065572565,-0.2436294712358219,0.32878355564400086,0.32878355564400086,-0.7249021583226866,6.19,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,0.030093204247276337,4.0,1,-2.288739364202096,-0.23948780915501566,0.24199263004487792,0.24199263004487792,-0.7243566797377387,2.48,True,False,False,False,False,False,False,False,True,False,False,False,False
1,5.0,-0.4495158860825271,3.0,1,-1.556084725772203,-0.26591914352525176,-0.6620795116126524,-0.6620795116126524,-0.8252702179531096,2.1,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,0.4683764557946057,4.0,1,-1.556084725772203,3.446967957497141,-1.662586015046986,-1.662586015046986,-0.9218199274888971,2.9,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.1576253278171105,4.0,1,1.740861147162316,-0.23576031328229008,0.244403489089298,0.244403489089298,0.9100789869613067,11.35,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,1.621936663236016,4.0,1,-1.1897574065572565,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,3.37,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.2856869910082988,4.0,2,0.27555187030252987,-0.24664158911277187,3.9209635318299214,3.9209635318299214,-0.4748911402215421,44.0,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.42174688836744545,4.0,1,0.6418791895174764,-0.2418598519831138,-0.8742351075216195,-0.8742351075216195,1.213728732582333,9.24,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,1.7023356934936935,4.0,1,0.27555187030252987,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5496994685056934,5.28,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.842061494213468,4.0,1,1.008206508732423,-0.230074940789547,-0.39447415768202343,-0.39447415768202343,-0.787086717006753,6.95,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.4091436389798195,4.0,1,0.6418791895174764,-0.22088798126484954,-0.3896524395931833,-0.3896524395931833,0.5860647075022235,5.23,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.6372753753706826,4.0,1,1.740861147162316,-0.22860653332453387,-0.8742351075216195,-0.8742351075216195,0.280960352321336,5.75,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.45807594585015554,4.0,1,-0.09077544891241672,-0.24475901543967812,-0.3896524395931833,-0.3896524395931833,-0.7769044500877246,6.92,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.859088123768098,4.0,1,0.6418791895174764,-0.25003022172434064,-0.018380146752490816,-0.018380146752490816,-0.9130922701297298,13.25,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.05657228124699046,4.0,1,1.3745338279473696,-0.2411068225138763,0.3311944146884209,0.3311944146884209,1.7439339171517418,13.37,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,0.3696285892886146,4.0,1,-1.9224120449871496,-0.24863711720625123,-0.39206329863760336,-0.39206329863760336,-0.8038147269451569,2.7,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,1.0430063052674616,4.0,1,-0.8234300873423098,-0.23760523548192194,-0.39206329863760336,-0.39206329863760336,-0.780359147792395,3.26,True,False,False,False,False,False,False,False,True,False,False,False,False
2,5.0,0.9839869458169709,3.0,2,-1.1897574065572565,-0.266446264153718,3.9209635318299214,3.9209635318299214,-0.4748911402215421,17.75,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,0.08292802290871498,4.0,2,-0.09077544891241672,-0.22860653332453387,-0.8742351075216195,-0.8742351075216195,0.280960352321336,3.95,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.22922722621000088,4.0,1,-0.09077544891241672,-0.2530799910747525,0.5554043058194884,0.5554043058194884,-0.7176291105233805,9.31,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.9733587780823723,4.0,1,0.27555187030252987,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,6.0,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.4792710773170419,4.0,1,-1.1897574065572565,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5496994685056934,4.92,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.350574808990783,4.0,1,2.1071884663772624,-0.22649805081066887,-0.39447415768202343,-0.39447415768202343,0.6709775405591213,7.5,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,-0.6543020049253125,4.0,2,0.6418791895174764,-0.23395304255612007,1.5293913597652011,1.5293913597652011,2.475420699566945,45.0,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,2.3968063797133476,4.0,1,0.27555187030252987,-0.23395304255612007,0.24199263004487792,0.24199263004487792,1.0344481043294396,6.53,True,False,False,False,False,True,False,False,False,False,False,False,False
3,5.0,0.13265009256374327,4.0,1,-2.288739364202096,-0.23948780915501566,0.24199263004487792,0.24199263004487792,-0.7243566797377387,2.55,True,False,False,False,False,False,False,False,True,False,False,False,False
2,5.0,-0.30206988051572164,3.0,2,-0.8234300873423098,-0.24622742290469124,1.464298165565859,1.464298165565859,2.2315917720952103,11.9,False,False,True,False,False,False,True,False,False,False,False,False,False
2,5.0,-0.23490003353528802,4.0,1,0.27555187030252987,-0.21614389560865332,-0.27152034641659933,-0.27152034641659933,-0.7772681024776898,7.34,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.3323575156592276,4.0,1,1.008206508732423,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,6.42,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.8085671564162409,4.0,1,-1.1897574065572565,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,3.86,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.9055948195239526,3.0,1,-1.556084725772203,-0.24513553017429687,0.32878355564400086,0.32878355564400086,-0.7249021583226866,3.75,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,0.029274059771905194,4.0,1,1.008206508732423,-0.24539909048853,-0.3896524395931833,-0.3896524395931833,1.213728732582333,8.52,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,-0.08090087216551337,4.0,2,0.27555187030252987,-0.23278584687880197,1.5293913597652011,1.5293913597652011,-0.9040009603805973,19.45,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-1.1215420136770118,4.0,1,0.6418791895174764,-0.2342166028703532,-0.6620795116126524,-0.6620795116126524,-0.9258201037785153,4.71,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.7382436032056283,3.0,1,-1.1897574065572565,-0.24513553017429687,0.32878355564400086,0.32878355564400086,-0.7249021583226866,4.9,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,0.7792008269741855,4.0,2,-0.4571027681273633,-0.2549249132743843,0.5554043058194884,0.5554043058194884,-0.7176291105233805,7.95,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.5398058540469692,4.0,1,-0.8234300873423098,-0.23760523548192194,-0.39206329863760336,-0.39206329863760336,-0.780359147792395,3.18,True,False,False,False,False,False,False,False,True,False,False,False,False
2,5.0,-0.5314303336196413,4.0,2,0.27555187030252987,-0.23534614707420945,1.8861984983393731,1.8861984983393731,-0.7430847778209516,17.49,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,0.6980236094649053,4.0,1,-0.09077544891241672,-0.2348190264457432,-0.39447415768202343,-0.39447415768202343,0.5502449470906414,4.12,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.5144037040650113,4.0,1,1.740861147162316,-0.2376428869553838,0.244403489089298,0.244403489089298,0.9098971607663241,19.9,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.8653955362284558,4.0,1,0.27555187030252987,-0.24475901543967812,-0.3896524395931833,-0.3896524395931833,-0.7769044500877246,7.6,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.0191489542556191,4.0,1,-0.09077544891241672,-0.22088798126484954,-0.3896524395931833,-0.3896524395931833,0.5860647075022235,4.5,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,1.6365174348976224,4.0,2,-0.09077544891241672,-0.2428764417665844,0.32878355564400086,0.32878355564400086,-0.7243566797377387,7.86,True,False,False,False,False,False,False,False,True,False,False,False,False
2,5.0,0.08292802290871498,4.0,2,1.3745338279473696,-0.2556779427436218,1.4353678570328179,1.4353678570328179,2.110495526236765,20.0,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,-1.602543649614946,3.0,2,1.008206508732423,-0.2632082374359968,1.4209027027662975,1.4209027027662975,-0.9029100032107014,39.9,False,False,False,True,False,False,True,False,False,False,False,False,False
3,5.0,-1.1621715796554204,4.0,2,0.6418791895174764,-0.25040673645895933,0.017782738913810398,0.017782738913810398,-0.9090920938401115,14.9,True,False,False,False,False,False,False,False,False,False,False,False,True
2,5.0,-0.6133447811567555,4.0,2,0.6418791895174764,-0.24193515493003753,1.464298165565859,1.464298165565859,2.475420699566945,27.5,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,0.04197079914015789,4.0,1,1.008206508732423,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5502449470906414,6.25,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.23494099075905656,4.0,1,0.27555187030252987,-0.23259758951149256,0.029837034135910802,0.029837034135910802,-0.772540621408141,6.33,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.0010135753716008055,3.0,2,-0.09077544891241672,-0.2590665753551905,1.5197479235875209,1.5197479235875209,-0.9049100913555106,21.0,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,2.129683366294818,4.0,2,0.6418791895174764,-0.21915601348560332,-0.27152034641659933,-0.27152034641659933,-0.7772681024776898,7.99,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,1.475473631039656,3.0,2,-0.4571027681273633,-0.24088091367310502,1.464298165565859,1.464298165565859,2.475420699566945,19.0,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.4495158860825271,3.0,1,-1.1897574065572565,-0.23873477968577816,-0.39447415768202343,-0.39447415768202343,-0.7821774097422215,3.7,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,0.5314915376219522,3.0,1,-1.1897574065572565,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.19107580410293193,4.0,2,0.6418791895174764,-0.24664158911277187,-0.39206329863760336,-0.39206329863760336,-0.7409028634811597,8.74,True,False,False,False,False,False,False,True,False,False,False,False,False
3,6.0,-0.36760143854541294,4.0,2,1.008206508732423,-0.2667098244679511,0.21788403960067712,0.21788403960067712,-0.9125467915447819,16.0,True,False,False,False,False,False,False,False,False,False,False,True,False
3,5.0,1.7825708948562968,4.0,1,-0.8234300873423098,-0.2436294712358219,0.32878355564400086,0.32878355564400086,-0.7249021583226866,5.81,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.12185809593407045,4.0,1,-0.09077544891241672,-0.23214577182995008,-0.39447415768202343,-0.39447415768202343,0.5735187000484206,5.1,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,0.8201580507427425,4.0,2,-0.8234300873423098,-0.24622742290469124,1.464298165565859,1.464298165565859,2.2315917720952103,12.65,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,-0.9410025713052121,4.0,2,0.27555187030252987,-0.24833590541855624,1.5293913597652011,1.5293913597652011,-0.5968965170549007,39.9,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.5062006837782101,4.0,1,0.6418791895174764,-0.24475901543967812,-0.3896524395931833,-0.3896524395931833,-0.7769044500877246,7.41,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.859088123768098,4.0,2,0.6418791895174764,-0.2537953690705281,1.0544521280144452,1.0544521280144452,-0.9058192223304238,21.5,True,False,False,False,True,False,False,False,False,False,False,False,False
3,5.0,-0.7324074306519509,4.0,1,0.27555187030252987,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5496994685056934,6.81,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.7362164524624267,4.0,2,0.6418791895174764,-0.2464533317454625,1.5293913597652011,1.5293913597652011,-0.9047282651605278,29.0,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,0.9924241339132936,4.0,1,0.27555187030252987,-0.2358356162292138,0.24199263004487792,0.24199263004487792,-0.7858139336418745,6.49,True,False,False,False,False,True,False,False,False,False,False,False,False
3,5.0,-0.4495158860825271,3.0,2,0.6418791895174764,-0.25040673645895933,0.017782738913810398,0.017782738913810398,-0.9090920938401115,15.0,False,False,True,False,False,False,False,False,False,False,False,False,True
2,5.0,-0.36760143854541294,3.0,2,-0.4571027681273633,-0.24325295650120313,1.8861984983393731,1.8861984983393731,-0.9134559225196951,17.6,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,1.8539593358848918,4.0,1,-0.4571027681273633,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,3.77,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.19834547948850884,4.0,1,-0.8234300873423098,-0.23259758951149256,0.029837034135910802,0.029837034135910802,-0.772540621408141,6.61,True,False,False,False,False,False,False,True,False,False,False,False,False
1,5.0,-0.4495158860825271,4.0,1,0.27555187030252987,-0.21049617458937211,-0.8742351075216195,-0.8742351075216195,0.1193168649817597,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,0.8003347544387609,4.0,1,-0.8234300873423098,3.446967957497141,-1.662586015046986,-1.662586015046986,-0.9218199274888971,3.11,True,False,False,False,False,False,False,True,False,False,False,False,False
