fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),insurance_validity_Comprehensive,insurance_validity_Third Party,insurance_validity_Third Party insurance,insurance_validity_Zero Dep,origin_country_Czech Republic,origin_country_France,origin_country_Germany,origin_country_India,origin_country_Japan,origin_country_South Korea,origin_country_Sweden,origin_country_United Kingdom,origin_country_United States
3,5.0,-0.12185809593407045,2.0,1,1.3745338279473696,-0.24626507437815315,0.32637269659958074,0.32637269659958074,-0.7463576493306393,6.95,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.6782325991392397,4.0,1,1.3745338279473696,-0.25680748694747807,0.017782738913810398,0.017782738913810398,1.9850354516987365,15.95,True,False,False,False,False,False,False,False,False,False,False,False,True
3,5.0,0.9314388277219121,3.0,1,-2.288739364202096,-0.25003022172434064,-0.39447415768202343,-0.39447415768202343,-0.9227290584638103,2.41,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.3915320327593401,4.0,2,-0.09077544891241672,-0.24626507437815315,-0.3896524395931833,-0.3896524395931833,0.6709775405591213,5.95,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.6114197916396333,4.0,2,-1.1897574065572565,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,4.32,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,2.007917540030898,4.0,1,-3.021394002631989,-0.2379817502165407,-0.27152034641659933,-0.27152034641659933,-0.8038147269451569,2.0,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.03994364839695628,3.0,1,-0.4571027681273633,-0.23399069402958195,-0.39447415768202343,-0.39447415768202343,-0.7947234171960244,3.45,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.0010135753716008055,4.0,1,0.27555187030252987,-0.2278158523818345,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,5.5,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.2447297672397417,4.0,2,-0.09077544891241672,-0.23850887084500694,2.7324100229308215,2.7324100229308215,-0.6514443755496958,22.5,False,False,True,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.3898527865848294,4.0,2,1.3745338279473696,-0.23429190581727696,-0.8742351075216195,-0.8742351075216195,1.214819689752229,10.49,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.121705842572086,4.0,1,1.008206508732423,-0.2418598519831138,-0.8742351075216195,-0.8742351075216195,1.213728732582333,9.2,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.03994364839695628,3.0,2,0.27555187030252987,-0.24325295650120313,1.8861984983393731,1.8861984983393731,-0.6943553575656013,22.0,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.0669344588604354,4.0,1,0.6418791895174764,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,5.76,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.20579969421438624,4.0,1,-1.556084725772203,-0.2428764417665844,-0.39206329863760336,-0.39206329863760336,-0.7805409739873777,3.25,True,False,False,False,False,False,False,False,True,False,False,False,False
3,6.0,-1.5963181516021254,4.0,2,2.1071884663772624,-0.2641871757460055,0.21788403960067712,0.21788403960067712,-0.9125467915447819,21.0,True,False,False,False,False,False,False,False,False,False,False,True,False
3,5.0,0.031076177617721707,4.0,1,-1.1897574065572565,-0.2436294712358219,0.32878355564400086,0.32878355564400086,-0.7249021583226866,5.72,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.1867459139165546,4.0,1,0.27555187030252987,-0.2278158523818345,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,5.75,False,False,True,False,False,False,False,True,False,False,False,False,False
2,5.0,-0.24128936044318292,4.0,1,0.27555187030252987,-0.2334635734011157,0.5337065744197077,0.5337065744197077,-0.7087196269692306,9.22,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.9000453475366551,4.0,1,-0.4571027681273633,-0.2436294712358219,-0.39206329863760336,-0.39206329863760336,-0.7805409739873777,4.8,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.401238894792488,4.0,1,1.3745338279473696,-0.2418598519831138,-0.8742351075216195,-0.8742351075216195,1.213728732582333,9.69,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.842061494213468,4.0,1,1.740861147162316,-0.23786879579615505,-0.3896524395931833,-0.3896524395931833,0.6406125659970187,6.95,False,False,True,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.1048314663794405,4.0,2,0.27555187030252987,-0.24626507437815315,-0.3896524395931833,-0.3896524395931833,0.6709775405591213,6.55,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.7191898229077969,4.0,1,1.3745338279473696,-0.23399069402958195,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,7.75,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.3844873902711483,3.0,2,1.740861147162316,-0.23440486023766258,-0.8742351075216195,-0.8742351075216195,1.214819689752229,10.33,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.5314303336196413,3.0,1,-0.4571027681273633,-0.2158803352944202,-1.3539960573612155,-1.3539960573612155,-0.8412709231115829,1.85,False,False,True,False,False,True,False,False,False,False,False,False,False
3,5.0,-1.6167558062626355,4.0,1,1.740861147162316,-0.23786879579615505,-0.3896524395931833,-0.3896524395931833,0.6406125659970187,8.24,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.1846570955043583,4.0,1,1.008206508732423,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,6.98,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.03994364839695628,4.0,1,-0.09077544891241672,-0.24660393763931,0.5554043058194884,0.5554043058194884,-0.7176291105233805,6.75,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,-1.4734464802964542,4.0,2,1.740861147162316,-0.2548496103274606,1.5366239368984613,1.5366239368984613,2.49978540969462,42.0,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.9763076981937083,4.0,1,1.008206508732423,-0.23907364294693503,-0.3896524395931833,-0.3896524395931833,0.6040655008055059,5.92,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.4734464802964542,4.0,1,1.740861147162316,-0.230074940789547,-0.39447415768202343,-0.39447415768202343,-0.787086717006753,7.25,True,False,False,False,False,False,False,True,False,False,False,False,False
2,4.0,-1.6782325991392397,4.0,2,0.27555187030252987,-0.23760523548192194,1.8861984983393731,1.8861984983393731,-0.9010917412608749,38.0,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,-1.6782325991392397,4.0,1,1.3745338279473696,-0.24212341229734688,-0.8742351075216195,-0.8742351075216195,1.2139105587773156,10.2,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,0.7792008269741855,4.0,2,1.008206508732423,-0.2428764417665844,0.3191401194663205,0.3191401194663205,1.124270244650869,14.95,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.859088123768098,4.0,2,1.008206508732423,-0.2632082374359968,1.4209027027662975,1.4209027027662975,-0.9029100032107014,37.5,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,-1.404474515470204,4.0,2,1.3745338279473696,-0.23440486023766258,-0.8742351075216195,-0.8742351075216195,1.214819689752229,11.11,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,0.36430415019870216,4.0,1,-0.4571027681273633,-0.22894539658569074,0.3311944146884209,0.3311944146884209,0.8611677405109737,4.95,True,False,False,False,False,False,False,False,False,False,False,False,True
3,5.0,0.4802130934637187,4.0,1,-0.4571027681273633,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5496994685056934,5.22,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.36219508500796344,4.0,2,0.6418791895174764,-0.2436294712358219,0.3191401194663205,0.3191401194663205,-0.73199337992701,14.75,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.7771736762309838,4.0,2,0.27555187030252987,-0.25402127791129936,1.5197479235875209,1.5197479235875209,-0.9049100913555106,25.75,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,-1.6782325991392397,4.0,2,0.27555187030252987,-0.25420953527860873,0.3311944146884209,0.3311944146884209,-0.7481759112804658,7.95,True,False,False,False,False,True,False,False,False,False,False,False,False
3,5.0,-1.511577655624981,4.0,1,1.740861147162316,-0.23786879579615505,-0.3896524395931833,-0.3896524395931833,0.6406125659970187,8.24,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,1.1887730646597563,4.0,1,-1.1897574065572565,-0.23907364294693503,0.24199263004487792,0.24199263004487792,1.033720799549509,2.85,False,False,True,False,False,True,False,False,False,False,False,False,False
3,5.0,0.26531054035009966,4.0,1,-0.4571027681273633,-0.2436294712358219,0.32878355564400086,0.32878355564400086,-0.7249021583226866,6.24,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-1.356308820318381,4.0,2,0.27555187030252987,-0.2514986291893537,1.5366239368984613,1.5366239368984613,-0.9038191341856147,29.9,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,-1.0532253644310585,4.0,1,-1.1897574065572565,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,4.37,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-1.2104601464785492,3.0,2,0.6418791895174764,-0.23395304255612007,1.5293913597652011,1.5293913597652011,2.475420699566945,45.9,False,False,False,True,False,False,True,False,False,False,False,False,False
3,5.0,0.7880066300844252,4.0,1,-0.8234300873423098,-0.23399069402958195,-0.39447415768202343,-0.39447415768202343,-0.7947234171960244,3.08,True,False,False,False,False,False,False,False,False,True,False,False,False
2,6.0,-0.7403121748392825,4.0,2,1.740861147162316,-0.22103858715869706,0.3191401194663205,0.3191401194663205,1.1342706853749147,20.0,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.44767281101294204,4.0,2,1.3745338279473696,-0.265843840578328,1.4209027027662975,1.4209027027662975,2.7192496270386792,43.9,False,False,True,False,False,False,True,False,False,False,False,False,False
3,5.0,-0.7638625785062028,4.0,2,0.6418791895174764,-0.265843840578328,1.4209027027662975,1.4209027027662975,2.7192496270386792,44.9,False,False,True,False,False,False,True,False,False,False,False,False,False
2,6.0,0.6972863794370713,4.0,2,1.3745338279473696,-0.26396126690523425,1.5318022188096212,1.5318022188096212,2.9712607332846326,33.0,False,False,True,False,False,False,False,False,False,False,False,True,False
3,5.0,1.1273781862306893,4.0,2,-0.8234300873423098,-0.2327105439318782,-0.39447415768202343,-0.39447415768202343,0.5502449470906414,3.94,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.9772906715641537,4.0,1,1.3745338279473696,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,7.18,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,1.516430854808213,4.0,2,-0.09077544891241672,-0.26170217849752175,0.5554043058194884,0.5554043058194884,-0.7176291105233805,8.65,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,0.3033598012310892,4.0,1,-1.556084725772203,-0.23873477968577816,-0.39447415768202343,-0.39447415768202343,-0.7821774097422215,3.54,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,1.1887730646597563,3.0,1,-0.8234300873423098,-0.2541718838051468,0.572280319130429,0.572280319130429,-0.7498123470353096,3.3,False,False,True,False,True,False,False,False,False,False,False,False,False
3,5.0,-0.75145253970433,4.0,2,1.008206508732423,-0.265843840578328,1.4209027027662975,1.4209027027662975,2.7192496270386792,41.9,False,False,False,True,False,False,True,False,False,False,False,False,False
2,6.0,-0.6543020049253125,4.0,2,1.3745338279473696,-0.26396126690523425,1.5318022188096212,1.5318022188096212,2.9712607332846326,36.0,True,False,False,False,False,False,False,False,False,False,False,True,False
3,5.0,0.6671418627434132,3.0,1,-1.1897574065572565,4.1962322793884494,-3.0825819922104136,-3.0825819922104136,-0.9174560988093134,3.27,True,False,False,False,False,False,False,False,False,True,False,False,False
1,5.0,1.0898204120349224,3.0,1,-1.556084725772203,-0.21049617458937211,-0.8742351075216195,-0.8742351075216195,0.1193168649817597,2.8,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.07023128354046228,3.0,1,-0.09077544891241672,-0.2319951659361026,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,4.2,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.6004138739789813,4.0,2,1.740861147162316,-0.2579370311513343,0.32878355564400086,0.32878355564400086,1.1197245897763026,18.25,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.11352306906382711,4.0,1,-0.09077544891241672,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5496994685056934,5.77,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.18470672397357935,4.0,1,-0.8234300873423098,-0.23760523548192194,-0.39206329863760336,-0.39206329863760336,-0.780359147792395,3.35,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.0643541537630163,4.0,1,-0.09077544891241672,-0.230074940789547,-0.39447415768202343,-0.39447415768202343,-0.787086717006753,5.44,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.7017714272730702,4.0,1,-1.1897574065572565,3.446967957497141,-1.662586015046986,-1.662586015046986,-0.9218199274888971,3.17,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-1.7091143458607316,4.0,1,2.1071884663772624,-0.23760523548192194,-0.8718242484771994,-0.8718242484771994,1.1342706853749147,15.62,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,-0.3486792011643396,4.0,1,0.27555187030252987,-0.20793587439396463,-0.7561030143450356,-0.7561030143450356,-0.9256382775835327,4.3,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,1.8711204126439174,4.0,1,-1.9224120449871496,-0.24099386809349066,-0.39447415768202343,-0.39447415768202343,0.5682457403939237,2.47,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.4919885271305208,4.0,1,-1.1897574065572565,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,4.13,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,0.5026986093126565,4.0,1,-0.09077544891241672,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,0.5502449470906414,4.59,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.5314303336196413,4.0,1,0.6418791895174764,-0.23259758951149256,0.029837034135910802,0.029837034135910802,-0.772540621408141,6.75,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.5813774361720547,3.0,1,-0.8234300873423098,-0.23399069402958195,-0.39447415768202343,-0.39447415768202343,-0.7947234171960244,3.02,True,False,False,False,False,False,False,False,False,True,False,False,False
3,5.0,-0.03994364839695628,4.0,1,0.27555187030252987,-0.24475901543967812,-0.3896524395931833,-0.3896524395931833,-0.7769044500877246,7.25,True,False,False,False,False,False,False,False,True,False,False,False,False
3,5.0,-0.8400020574919503,4.0,2,1.3745338279473696,-0.23429190581727696,-0.8742351075216195,-0.8742351075216195,1.214819689752229,10.5,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.7771736762309838,3.0,2,1.008206508732423,-0.25003022172434064,1.4209027027662975,1.4209027027662975,-0.5896234692555946,44.5,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,-0.03994364839695628,4.0,2,0.27555187030252987,-0.2428764417665844,1.466709024610279,1.466709024610279,-0.903637307990632,33.0,False,False,True,False,False,False,False,False,False,False,True,False,False
3,5.0,-0.08311256224901545,4.0,1,-1.1897574065572565,-0.23873477968577816,-0.39447415768202343,-0.39447415768202343,-0.7821774097422215,4.11,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,-0.30624751734011446,3.0,2,-0.09077544891241672,-0.2407679592527194,1.5293913597652011,1.5293913597652011,-0.903637307990632,29.9,True,False,False,False,False,False,True,False,False,False,False,False,False
3,4.0,-1.7296748721925475,4.0,2,1.740861147162316,-0.2534188543359093,1.5342130778540413,1.5342130778540413,-0.9109103557899381,16.01,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,-0.859088123768098,4.0,1,1.008206508732423,5.310715893859942,-0.9031654160546605,-0.9031654160546605,3.4303718756158257,7.8,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,0.8349436085231916,4.0,1,-0.09077544891241672,-0.2406173533588719,-0.39447415768202343,-0.39447415768202343,0.5496994685056934,5.52,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,0.3901072011728931,4.0,2,-0.09077544891241672,-0.23278584687880197,1.5293913597652011,1.5293913597652011,-0.9040009603805973,19.95,True,False,False,False,False,False,True,False,False,False,False,False,False
2,5.0,0.5334574843628429,4.0,1,0.27555187030252987,-0.22894539658569074,0.3311944146884209,0.3311944146884209,0.8611677405109737,7.99,True,False,False,False,False,False,False,False,False,False,False,False,True
3,5.0,-1.0229170188423262,3.0,2,-1.556084725772203,-0.265843840578328,0.5650477419971688,0.5650477419971688,-0.7187200676932765,12.45,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,0.3696285892886146,4.0,2,-0.4571027681273633,-0.2553014280090031,0.32637269659958074,0.32637269659958074,1.2562760622082731,6.49,True,False,False,False,False,False,False,False,False,False,False,False,True
3,5.0,1.5574699930243072,4.0,1,-2.288739364202096,-0.24475901543967812,-0.39447415768202343,-0.39447415768202343,-0.7821774097422215,2.37,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,-0.5749678624856175,4.0,1,0.27555187030252987,-0.230074940789547,-0.39447415768202343,-0.39447415768202343,-0.787086717006753,6.4,True,False,False,False,False,False,False,True,False,False,False,False,False
2,5.0,0.16484247044582914,4.0,2,0.6418791895174764,-0.23395304255612007,1.5293913597652011,1.5293913597652011,2.475420699566945,41.5,True,False,False,False,False,False,True,False,False,False,False,False,False
3,5.0,0.7952151014676913,3.0,1,0.6418791895174764,-0.23154334825456008,-0.39447415768202343,-0.39447415768202343,0.5491539899207455,5.12,True,False,False,False,False,False,False,True,False,False,False,False,False
3,5.0,0.20579969421438624,4.0,1,-1.1897574065572565,-0.2492771922551031,1.0520412689700251,1.0520412689700251,-0.6699906474379261,4.95,False,False,True,False,False,False,False,False,False,True,False,False,False
3,5.0,0.04975267165618374,4.0,1,-0.4571027681273633,-0.23948780915501566,-0.39447415768202343,-0.39447415768202343,-0.9232745370487583,4.31,True,False,False,False,False,False,False,False,False,True,False,False,False
2,5.0,-0.4495158860825271,4.0,2,-1.1897574065572565,-0.2662956582598705,1.8861984983393731,1.8861984983393731,2.109586395261852,9.99,False,False,True,False,False,False,True,False,False,False,False,False,False
2,5.0,0.8611152745112995,4.0,2,0.27555187030252987,-0.23391539108265821,1.464298165565859,1.464298165565859,-0.9121831391548165,20.0,True,False,False,False,False,False,True,False,False,False,False,False,False
